Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Genre
Music of the Heart,1999-10-29,Miramax,PG,14849583,23055180,Drama
The Insider,1999-11-05,Walt Disney,R,28965197,44732671,Drama
Todo sobre mi madre,1999-11-05,Sony Pictures Classics,R,8264530,12288375,Drama
Light It Up,1999-11-10,20th Century Fox,R,5871603,9115001,Drama
The Silence,1999-11-10,New Yorker,Not Rated,1765607,248851,Drama
Anywhere But Here,1999-11-12,20th Century Fox,PG-13,18653615,28932701,Drama
The Messenger: The Story of Joan of Arc,1999-11-12,Sony Pictures,R,14271297,22152958,Drama
Felicia's Journey,1999-11-12,Artisan,PG-13,824295,1268175,Drama
Liberty Heights,1999-11-17,Warner Bros.,R,3732398,5667829,Drama
Mansfield Park,1999-11-18,Miramax,PG-13,4764741,7195570,Drama
Flawless,1999-11-24,MGM,R,4485485,6958522,Drama
Tumbleweeds,1999-11-24,Fine Line,PG-13,1350248,1961383,Drama
The End of the Affair,1999-12-03,Sony Pictures,R,10660147,15743493,Drama
Holy Smoke,1999-12-03,Miramax,R,1758780,2580030,Drama
A Map of the World,1999-12-03,USA Films,R,544538,798358,Drama
Cradle Will Rock,1999-12-08,Walt Disney,R,2899970,4313921,Drama
The Green Mile,1999-12-10,Warner Bros.,R,136801374,207102677,Drama
The Cider House Rules,1999-12-10,Miramax,PG-13,57547209,84614175,Drama
The War Zone,1999-12-10,Lot 47 Films,R,252567,374830,Drama
Bicentennial Man,1999-12-17,Walt Disney,PG,58220776,88748637,Drama
Anna and the King,1999-12-17,20th Century Fox,PG-13,39251128,59665987,Drama
Magnolia,1999-12-17,New Line,R,22450975,32932560,Drama
Jing ke ci qin wang,1999-12-17,Sony Pictures Classics,R,1328435,1960050,Drama
Sunshine,1999-12-17,Paramount Vantage,R,538807,797442,Drama
"Girl, Interrupted",1999-12-21,Sony Pictures,R,28871190,42301123,Drama
Any Given Sunday,1999-12-22,Warner Bros.,R,75530832,114650624,Drama
Man on the Moon,1999-12-22,Universal,R,34580635,52816638,Drama
The Talented Mr. Ripley,1999-12-24,Paramount Pictures,R,81292135,122549918,Drama
Snow Falling on Cedars,1999-12-24,Universal,PG-13,14378353,21060130,Drama
Angela's Ashes,1999-12-24,Paramount Pictures,R,13038660,19102889,Drama
Titus,1999-12-24,20th Century Fox,R,1921350,2820225,Drama
The Hurricane,1999-12-29,Universal,R,50699241,74210626,Drama
The Third Miracle,1999-12-29,Sony Pictures,R,736592,1081948,Drama
Bulandi,2000-01-07,,Not Rated,203548,297958,Drama
My Dog Skip,2000-01-12,Warner Bros.,PG,34099640,49915801,Drama
The Beach,2000-02-11,20th Century Fox,R,39778599,58228784,Drama
Kadosh,2000-02-16,Kino International,Not Rated,736812,1077174,Drama
Boiler Room,2000-02-18,New Line,R,16963963,24832221,Drama
Yi Ge Dou Bu Neng Shao,2000-02-18,Sony Pictures Classics,Not Rated,589114,862361,Drama
Mifune,2000-02-25,Sony Pictures Classics,R,585016,856357,Drama
Claire Dolan,2000-02-25,New Yorker,Not Rated,9480,13879,Drama
The Next Best Thing,2000-03-03,Paramount Pictures,PG-13,14983572,21933277,Drama
Ghost Dog: Way of the Samurai,2000-03-03,Artisan,R,3330230,4874860,Drama
God's Army,2000-03-10,Excel Entertainment,PG,2637726,3848134,Drama
Erin Brockovich,2000-03-17,Universal,R,125548685,183780910,Drama
Babymother,2000-03-17,Fine Line,R,5115,7488,Drama
Here on Earth,2000-03-24,20th Century Fox,PG-13,10494147,15361562,Drama
Price of Glory,2000-03-31,New Line,PG-13,3434515,5027516,Drama
The Color of Paradise,2000-03-31,Sony Pictures Classics,PG,1810145,2649730,Drama
Beau Travail,2000-03-31,New Yorker,Not Rated,270419,394918,Drama
Black and White,2000-04-05,Sony Pictures,R,5241315,7672354,Drama
East-West,2000-04-07,Sony Pictures,PG-13,2319726,3395667,Drama
Joe Gould's Secret,2000-04-07,Focus Features,R,642018,938484,Drama
La otra conquista,2000-04-19,Hombre de Oro,R,886410,1297550,Drama
Love and Basketball,2000-04-21,New Line,PG-13,27441122,40168913,Drama
Croupier,2000-04-21,Shooting Gallery,Not Rated,6201143,9074108,Drama
Gossip,2000-04-21,Warner Bros.,R,5108820,7478402,Drama
Frequency,2000-04-28,New Line,PG-13,44983704,65848133,Drama
Where the Heart Is,2000-04-28,20th Century Fox,PG-13,33771174,49434984,Drama
The Big Kahuna,2000-04-28,Lionsgate,R,3150107,4611192,Drama
Time Code,2000-04-28,Sony Pictures,R,1057750,1383369,Drama
I Dreamed of Africa,2000-05-05,Sony Pictures,PG-13,6543194,9578073,Drama
Up at the Villa,2000-05-05,Focus Features,PG-13,2933161,4285075,Drama
The Basket,2000-05-05,MGM,PG,609042,889227,Drama
Center Stage,2000-05-12,Sony Pictures,PG-13,17200925,25179089,Drama
Hamlet,2000-05-12,Miramax,R,1577287,2296369,Drama
Passion of Mind,2000-05-26,Paramount Vantage,PG-13,769009,1125690,Drama
Hum to Mohabbt Karega,2000-05-26,,Not Rated,121807,173698,Drama
Sunshine,2000-06-09,Paramount Vantage,R,5095981,7457620,Drama
Decalogue,2000-06-09,New Yorker,Not Rated,655720,942752,Drama
Josh,2000-06-09,Eros Entertainment,Not Rated,426318,624052,Drama
La lengua de las mariposas,2000-06-16,Miramax,R,2086098,3053675,Drama
Jesus' Son,2000-06-16,Lionsgate,R,1282084,1876739,Drama
Boricua's Bond,2000-06-23,Focus Features,R,103163,151015,Drama
The Patriot,2000-06-28,Sony Pictures,R,113330342,165895432,Drama
The Perfect Storm,2000-06-30,Warner Bros.,PG-13,182618434,267320861,Drama
Burlesk King,2000-06-30,Strand,Not Rated,39036,56903,Drama
Shower,2000-07-07,Sony Pictures Classics,PG-13,1157764,1688184,Drama
Chuck&Buck,2000-07-14,Artisan,R,1055671,1537895,Drama
Refugee,2000-07-14,Yash Raj Films,Not Rated,590000,863655,Drama
Alice et Martin,2000-07-21,October Films,R,743115,1087786,Drama
Coyote Ugly,2000-08-04,Walt Disney,PG-13,60786269,88980272,Drama
Une Liaison pornographique,2000-08-04,Fine Line,R,347808,509126,Drama
The Tic Code,2000-08-04,,R,203849,298400,Drama
Autumn in New York,2000-08-11,MGM,PG-13,37752931,55263564,Drama
Aim?e & Jaguar,2000-08-11,Zeitgeist,Not Rated,927107,1353924,Drama
The Opportunists,2000-08-11,First Look,R,581142,850692,Drama
Place Vendome,2000-08-18,Empire Pictures,Not Rated,884823,1285297,Drama
Titanic Town,2000-09-01,,Not Rated,60523,88597,Drama
Turn It Up,2000-09-06,New Line,R,1244676,1821982,Drama
Fiza,2000-09-08,Video Sound,Not Rated,623791,913118,Drama
The Autumn Heart,2000-09-08,Arrow Releasing,Not Rated,13354,19551,Drama
Duets,2000-09-15,Walt Disney,R,4734235,6930079,Drama
Urbania,2000-09-15,Lionsgate,R,1032075,1503518,Drama
Goya in Bordeaux,2000-09-15,Sony Pictures Classics,R,719755,1047303,Drama
Baise-moi,2000-09-15,,Not Rated,414995,388393,Drama
Left Luggage,2000-09-22,Castle Hill Productions,Not Rated,1113208,1564043,Drama
Remember the Titans,2000-09-29,Walt Disney,PG,115654751,169156077,Drama
Beautiful,2000-09-29,Destination Films,PG-13,3134509,4588366,Drama
Girlfight,2000-09-29,Sony Pictures,R,1523941,2230779,Drama
Cleopatra's Second Husband,2000-09-29,Indican Pictures,Not Rated,205547,298494,Drama
Get Carter,2000-10-06,Warner Bros.,R,14967182,21909291,Drama
Requiem for a Dream,2000-10-06,Artisan,Open,3635482,5229965,Drama
Bamboozled,2000-10-06,New Line,R,2185266,3198843,Drama
Two Family House,2000-10-06,Lionsgate,R,1015122,1485861,Drama
Yi Yi,2000-10-06,WellSpring,Not Rated,1136776,1358406,Drama
Tigerland,2000-10-06,20th Century Fox,R,139500,204201,Drama
Billy Elliot,2000-10-13,Focus Features,PG-13,21995263,31854084,Drama
The Contender,2000-10-13,Dreamworks SKG,R,17804273,26062287,Drama
Pay it Forward,2000-10-20,Warner Bros.,PG-13,33508922,49013185,Drama
The Yards,2000-10-20,Miramax,R,882710,1292130,Drama
Animal Factory,2000-10-20,,R,43805,64122,Drama
A Time for Drunken Horses,2000-10-27,Shooting Gallery,Not Rated,701468,1014977,Drama
Mercy Streets,2000-10-31,,PG-13,173599,251762,Drama
The Legend of Bagger Vance,2000-11-03,Dreamworks SKG,PG-13,30695227,44932343,Drama
Boesman and Lena,2000-11-03,Kino International,Not Rated,32148,47056,Drama
Men of Honor,2000-11-10,20th Century Fox,R,48814909,71365381,Drama
You Can Count on Me,2000-11-10,Paramount Vantage,R,9180275,13063670,Drama
Bounce,2000-11-17,Miramax,PG-13,36805288,53831095,Drama
Himalaya - l'enfance d'un chef,2000-11-17,Kino International,Not Rated,2487878,3458432,Drama
What's Cooking,2000-11-17,Lionsgate,PG-13,1045899,1521460,Drama
Quills,2000-11-22,Fox Searchlight,R,7060876,10076792,Drama
Panic,2000-12-01,Roxie Releasing,R,779137,1073411,Drama
"Crouching Tiger, Hidden Dragon",2000-12-08,Sony Pictures Classics,PG-13,128067808,179464875,Drama
Boys Life 3,2000-12-08,Strand,Not Rated,208076,296838,Drama
Chocolat,2000-12-15,Miramax,PG-13,71309760,99702009,Drama
Pollock,2000-12-15,Sony Pictures Classics,R,8596914,11987127,Drama
Finding Forrester,2000-12-19,Sony Pictures,PG-13,51768623,72535311,Drama
Cast Away,2000-12-22,20th Century Fox,PG-13,233632142,333338732,Drama
Thirteen Days,2000-12-22,New Line,PG-13,34566746,48209320,Drama
Before Night Falls,2000-12-22,Fine Line,R,4221817,5901610,Drama
Malena,2000-12-22,Miramax,R,3429045,4813074,Drama
The House of Mirth,2000-12-22,Sony Pictures Classics,PG,3041803,4252055,Drama
Traffic,2000-12-27,USA Films,R,124107476,173030895,Drama
Shadow of the Vampire,2000-12-29,Lionsgate,R,8279017,11551378,Drama
Chunhyang,2000-12-29,Lot 47 Films,R,798220,1113839,Drama
Save the Last Dance,2001-01-12,Paramount Pictures,PG-13,91038276,126906713,Drama
The Pledge,2001-01-19,Warner Bros.,R,19719930,27489446,Drama
The Amati Girls,2001-01-19,Providence Entertainment,PG,47767,66584,Drama
Les Rivi?res Pourpres,2001-01-21,Sony Pictures,R,632548,881771,Drama
Faithless,2001-01-26,IDP Distribution,R,734597,1024019,Drama
The Legend of Rita,2001-01-26,Kino International,Not Rated,666565,929190,Drama
15 f?vrier 1839,2001-01-26,Lionsgate,Not Rated,640790,893258,Drama
Forgive Me Father,2001-01-26,Myriad Entertainment Group,R,580462,789016,Drama
Left Behind,2001-02-02,Cloud Ten Pictures,PG-13,4221341,5884520,Drama
In the Mood for Love,2001-02-02,Focus Features,PG,2734044,3811241,Drama
Nico and Dani,2001-02-02,Avatar,R,370562,513884,Drama
La chambre des magiciennes,2001-02-09,,Not Rated,5788,8071,Drama
Sweet November,2001-02-16,Warner Bros.,PG-13,25288103,35098184,Drama
3000 Miles to Graceland,2001-02-23,Warner Bros.,R,15738632,21939542,Drama
The Widow of St. Pierre,2001-03-02,Lionsgate,R,3058380,4263362,Drama
Carman: The Champion,2001-03-02,8X Entertainment,PG-13,1743863,2430933,Drama
The Caveman's Valentine,2001-03-02,Focus Features,R,687081,957783,Drama
Series 7: The Contenders,2001-03-02,,R,171478,239035,Drama
Dayereh,2001-03-09,WinStar Cinema,Not Rated,673780,938689,Drama
Enemy at the Gates,2001-03-16,Paramount Pictures,R,51396781,71646747,Drama
Memento,2001-03-16,Newmarket Films,R,25544867,35589873,Drama
Gabriela,2001-03-16,Power Point Films,R,2335352,3253623,Drama
Amores Perros,2001-03-30,Lionsgate,R,5383834,7505023,Drama
Blow,2001-04-06,New Line,R,52990775,73832150,Drama
Chopper,2001-04-11,First Look,R,234259,326559,Drama
The Center of the World,2001-04-20,Artisan,Not Rated,1096037,1527867,Drama
The Luzhin Defence,2001-04-20,Sony Pictures,PG-13,1051811,1466214,Drama
The Golden Bowl,2001-04-27,Lionsgate,R,3037579,4234366,Drama
Boys to Men,2001-04-27,Jour de Fete,Not Rated,144765,201803,Drama
Under the Sand,2001-05-04,WellSpring,Not Rated,1450106,2021237,Drama
Eureka,2001-05-04,,Not Rated,49388,65006,Drama
Bread and Roses,2001-05-11,Lionsgate,R,536465,747830,Drama
Angel Eyes,2001-05-18,Warner Bros.,R,24044532,33517911,Drama
Auggie Rose,2001-05-18,Roxie Releasing,R,31200,43490,Drama
The Road Home,2001-05-25,Sony Pictures Classics,G,1280090,1784434,Drama
The Man Who Cried,2001-05-25,Focus Features,R,747092,1030971,Drama
Big Eden,2001-06-01,,PG-13,512451,702289,Drama
The Anniversary Party,2001-06-08,Fine Line,R,4013506,5594799,Drama
Divided We Fall,2001-06-08,Sony Pictures Classics,PG-13,1320112,1840224,Drama
Bride of the Wind,2001-06-08,Paramount Vantage,R,419414,584657,Drama
Sexy Beast,2001-06-13,Fox Searchlight,R,6946056,9682750,Drama
Songcatcher,2001-06-15,Lionsgate,PG-13,3050934,4252978,Drama
Der Krieger und die Kaiserin,2001-06-22,Sony Pictures Classics,R,871058,1214247,Drama
Baby Boy,2001-06-27,Sony Pictures,R,28734552,40055763,Drama
Artificial Intelligence: AI,2001-06-29,Warner Bros.,PG-13,78616689,109591106,Drama
crazy/beautiful,2001-06-29,Walt Disney,PG-13,16929123,23599077,Drama
Lumumba,2001-06-29,Zeitgeist,Not Rated,685082,953656,Drama
Bully,2001-07-13,Lionsgate,R,881824,881824,Drama
Adanggaman,2001-07-13,New Yorker,Not Rated,28664,39931,Drama
China: The Panda Adventure,2001-07-27,IMAX Films,Not Rated,3708478,5056015,Drama
Yaadein,2001-07-27,Tips Exports,Not Rated,645615,899981,Drama
Jackpot,2001-07-27,,R,44452,60942,Drama
Apocalypse Now Redux,2001-08-03,Miramax,R,4615959,6434611,Drama
An American Rhapsody,2001-08-10,Paramount Vantage,PG-13,850023,1183074,Drama
Captain Corelli's Mandolin,2001-08-17,Miramax,R,25528495,35586543,Drama
Innocence,2001-08-17,IDP Distribution,R,2194919,3055608,Drama
Aberdeen,2001-08-17,First Run Features,Not Rated,64148,88691,Drama
O (Othello),2001-08-31,Lionsgate,R,16017403,22328148,Drama
Rock Star,2001-09-07,Warner Bros.,R,16991902,23686593,Drama
L.I.E.,2001-09-07,Lot 47 Films,Open,1140965,1590190,Drama
Our Lady of the Assassins,2001-09-07,Paramount Vantage,R,525029,731545,Drama
Hardball,2001-09-14,Paramount Pictures,PG-13,40222729,56061243,Drama
Liam,2001-09-21,Lionsgate,R,1016021,1402929,Drama
Hearts in Atlantis,2001-09-28,Warner Bros.,PG-13,24185781,33714806,Drama
Dinner Rush,2001-09-28,Access Motion Picture Group,R,638227,857903,Drama
Training Day,2001-10-05,Warner Bros.,R,76261036,106307343,Drama
Mulholland Drive,2001-10-08,Universal,R,7219578,10006043,Drama
Fat Girl,2001-10-12,Cowboy Pictures,Not Rated,725854,998945,Drama
My First Mister,2001-10-12,Paramount Vantage,R,621377,865983,Drama
Riding in Cars with Boys,2001-10-19,Sony Pictures,PG-13,29781453,41515136,Drama
The Last Castle,2001-10-19,Dreamworks SKG,R,18208078,25381933,Drama
Waking Life,2001-10-19,Fox Searchlight,R,2892011,4018764,Drama
Focus,2001-10-19,Paramount Vantage,PG-13,719901,1001454,Drama
Intimacy,2001-10-19,Empire Pictures,R,561954,779256,Drama
Plata quemada,2001-10-19,Strand,Not Rated,241484,334852,Drama
K-PAX,2001-10-26,Universal,PG-13,50315140,70138952,Drama
Life as a House,2001-10-26,New Line,R,15652637,21819669,Drama
Donnie Darko,2001-10-26,Newmarket Films,R,1270522,1667575,Drama
Asoka,2001-10-26,First Look,R,702777,979670,Drama
The Man Who Wasn't There,2001-10-31,USA Films,R,7494849,10424947,Drama
The Annihilation of Fish,2001-11-02,Regent Releasing,R,18335,25556,Drama
Everything Put Together,2001-11-02,,R,0,0,Drama
The Fluffer,2001-11-16,TLA Releasing,R,563373,770877,Drama
In the Bedroom,2001-11-23,Miramax,R,35930604,48863054,Drama
The Affair of the Necklace,2001-11-30,Warner Bros.,R,430313,599285,Drama
ABCD,2001-11-30,Eros Entertainment,Not Rated,83372,116220,Drama
No Man's Land,2001-12-07,MGM,R,1067481,1447705,Drama
The Business of Strangers,2001-12-07,IFC Films,R,1030920,1421541,Drama
Baran,2001-12-07,Miramax,PG,125900,171750,Drama
Iris,2001-12-14,Miramax,R,5580479,7580278,Drama
The Other Side of Heaven,2001-12-14,Excel Entertainment,PG,4720371,6429072,Drama
Lantana,2001-12-14,Lionsgate,R,4460426,6068649,Drama
Kabhi Khushi Kabhie Gham,2001-12-14,Yash Raj Films,Not Rated,2862000,3989610,Drama
Kandahar,2001-12-14,Avatar,Not Rated,1418314,1930336,Drama
Abril Despedaçado,2001-12-14,Miramax,PG-13,64210,88478,Drama
A Beautiful Mind,2001-12-21,Universal,PG-13,170708996,232491356,Drama
The Majestic,2001-12-21,Warner Bros.,PG,27796042,38427811,Drama
Ali,2001-12-25,Sony Pictures,R,58183966,80455466,Drama
The Shipping News,2001-12-25,Miramax,R,11405825,15589796,Drama
Monster's Ball,2001-12-26,Lionsgate,R,31273922,42449462,Drama
I Am Sam,2001-12-28,New Line,PG-13,40270895,54690434,Drama
Charlotte Gray,2001-12-28,Warner Bros.,PG-13,668140,909954,Drama
The Count of Monte Cristo,2002-01-25,Walt Disney,PG-13,54228104,73641954,Drama
A Walk to Remember,2002-01-25,Warner Bros.,PG,41227069,55986501,Drama
American Adobo,2002-01-25,Outrider Pictures,R,3094699,4202608,Drama
The Son's Room,2002-01-25,Miramax,R,1014416,1377578,Drama
Storytelling,2002-01-25,Fine Line,R,912442,1239101,Drama
Shiqi sui de dan che,2002-01-25,Sony Pictures Classics,PG-13,157279,213582,Drama
Hometown Legend,2002-01-25,,PG,96429,130950,Drama
John Q,2002-02-15,New Line,PG-13,71026631,96454406,Drama
Crossroads,2002-02-15,Paramount Pictures,PG-13,37188667,50502336,Drama
Hart's War,2002-02-15,MGM,R,19076815,25906381,Drama
Last Orders,2002-02-15,Sony Pictures Classics,R,2326407,3159266,Drama
Dragonfly,2002-02-22,Universal,PG-13,30063805,40826750,Drama
The Cherry Orchard,2002-02-22,,Not Rated,131188,178156,Drama
Big Bad Love,2002-02-22,IFC Films,R,100420,136371,Drama
We Were Soldiers,2002-03-01,Paramount Pictures,R,78120196,106087496,Drama
Borstal Boy,2002-03-01,Strand,Not Rated,87074,118247,Drama
The Calling,2002-03-01,Testimony Pictures,PG,32092,43277,Drama
Y Tu Mama Tambien (And Your Mother Too),2002-03-15,IFC Films,R,13649881,18499178,Drama
Harrison's Flowers,2002-03-15,Universal,R,1843570,2503576,Drama
The Rookie,2002-03-29,Walt Disney,G,75600072,102661043,Drama
La Pianiste,2002-03-29,Kino International,R,1900282,2580590,Drama
Astoria,2002-04-05,Distributor Unknown,R,44025,59783,Drama
The Cat's Meow,2002-04-12,Lionsgate,PG-13,3176936,4314291,Drama
Caravaggio,2002-04-16,Zeitgeist,Not Rated,3151,4276,Drama
Joshua,2002-04-19,Artisan,G,1366733,1856028,Drama
Nine Queens,2002-04-19,Sony Pictures Classics,R,1222889,1658478,Drama
Chelsea Walls,2002-04-19,Lionsgate,R,59675,81038,Drama
Savage Messiah,2002-04-26,Christal Films,R,666850,905583,Drama
Circuit,2002-04-26,Jour de Fete,Not Rated,235087,319245,Drama
Deuces Wild,2002-05-03,MGM,R,6044618,8208614,Drama
Unfaithful,2002-05-08,20th Century Fox,R,52752475,71638044,Drama
The Fast Runner,2002-05-10,Lot 47 Films,R,3786801,5141369,Drama
The Business of Fancy Dancing,2002-05-10,Outrider Pictures,Not Rated,174682,237221,Drama
Takht? siah,2002-05-10,Leisure Time Features,Not Rated,21324,28073,Drama
Late Marriage,2002-05-17,Magnolia Pictures,Not Rated,1551470,2106898,Drama
The Believer,2002-05-17,Sony Pictures,R,406035,551401,Drama
Harvard Man,2002-05-17,,R,56653,76060,Drama
Thirteen Conversations About One Thing,2002-05-24,Sony Pictures Classics,R,3287435,4464351,Drama
The Dangerous Lives of Altar Boys,2002-06-14,ThinkFilm,R,1779284,2416273,Drama
The Emperor's New Clothes,2002-06-14,Paramount Vantage,PG,661903,890607,Drama
Sunshine State,2002-06-21,Sony Pictures Classics,PG-13,3064356,4161407,Drama
Bobby G. Can't Swim,2002-06-21,,R,10575,14360,Drama
Lovely and Amazing,2002-06-28,Lionsgate,R,4210379,5685865,Drama
Read My Lips,2002-07-05,Magnolia Pictures,R,1359133,1845708,Drama
The Road to Perdition,2002-07-12,Dreamworks SKG,R,104054514,141306389,Drama
Sex and Lucia,2002-07-12,Palm Pictures,R,2628241,3569160,Drama
Riri Shushu no subete,2002-07-12,Cowboy Pictures,Not Rated,24846,32988,Drama
24 Hour Party People,2002-08-09,MGM,R,1169030,1587547,Drama
Buddha Heads,2002-08-09,Pathfinder,Not Rated,6739,9152,Drama
Blue Crush,2002-08-16,Universal,PG-13,40118420,54480955,Drama
Possession,2002-08-16,Focus Features,PG-13,10103647,13720789,Drama
The Last Kiss,2002-08-16,ThinkFilm,R,1048950,1421470,Drama
One Hour Photo,2002-08-21,Fox Searchlight,R,31597131,42908439,Drama
Undisputed,2002-08-23,Miramax,R,12398628,16837378,Drama
Agni Varsha,2002-08-30,Cinebella Entertainment,Not Rated,25049,25650,Drama
Swimfan,2002-09-06,20th Century Fox,PG-13,28564995,38789907,Drama
City by the Sea,2002-09-06,Warner Bros.,R,22433915,30465334,Drama
Betty Fisher et autres histoires,2002-09-13,WellSpring,Not Rated,206400,279188,Drama
Les enfants du si?cle,2002-09-13,Empire Pictures,Not Rated,36087,49005,Drama
The Four Feathers,2002-09-20,Paramount Pictures,PG-13,18306166,24859836,Drama
Secretary,2002-09-20,Lionsgate,R,4046737,5485057,Drama
Apollo 13 (IMAX),2002-09-20,IMAX Films,PG,1759075,2367986,Drama
Ciao America,2002-09-20,,R,54965,74639,Drama
Moonlight Mile,2002-09-27,Walt Disney,PG-13,6830957,9274237,Drama
Charly,2002-09-27,Excel Entertainment,PG,814666,1093270,Drama
Bloody Sunday,2002-10-04,Paramount Vantage,R,773228,1049212,Drama
Tuck Everlasting,2002-10-11,Walt Disney,PG,19161999,25998765,Drama
White Oleander,2002-10-11,Warner Bros.,PG-13,16357770,22198089,Drama
Knockaround Guys,2002-10-11,New Line,R,11660180,15796869,Drama
Ash Wednesday,2002-10-11,Focus Features,R,2942,3992,Drama
Auto Focus,2002-10-18,Sony Pictures Classics,R,2062066,2796397,Drama
